StockCode,Description,Unique_Customers,Unique_Invoices,total_quantity,Total_Revenue
23365,SET 12 COLOUR PENCILS LOVE LONDON,107,128,1531,992.7500000000001
23366,SET 12 COLOURING PENCILS DOILY,115,141,1923,1211.5500000000002
23367,SET 12 COLOUR PENCILS SPACEBOY ,184,231,2785,1807.8500000000001
23368,SET 12 COLOUR PENCILS DOLLY GIRL ,134,178,2155,1398.3500000000001
23369,SET 36 COLOUR PENCILS LOVE LONDON,80,95,901,1053.29
23370,SET 36 COLOUR PENCILS DOILEY,86,106,1359,1650.1100000000001
23371,SET 36 COLOUR PENCILS SPACEBOY ,98,133,1505,1783.97
23372,SET 36 COLOUR PENCILS DOLLY GIRL,76,99,1296,1522.72
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,86,88,1563,1241.6599999999999
23374,RED SPOT PAPER GIFT BAG,108,122,2444,1944.08
23375,50'S CHRISTMAS PAPER GIFT BAG,85,88,1327,1068.1399999999999
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,104,113,2642,1000.14
23377,PACK OF 12 DOLLY GIRL TISSUES,69,80,1203,469.16999999999996
23378,PACK OF 12 50'S CHRISTMAS TISSUES,127,144,3419,1272.93
23379,PACK OF 12 RED APPLE TISSUES,49,50,1175,428.01
23380,PACK OF 12 VINTAGE DOILY TISSUES,86,94,2159,811.77
23381,PACK OF 12 VINTAGE LEAF TISSUES ,59,64,1487,549.6899999999999
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,136,163,1712,6155.04
23388,WOODLAND MINI BACKPACK,115,135,793,3170.9500000000003
23389,SPACEBOY MINI BACKPACK,159,205,1050,4217.5
23390,DOLLY GIRL MINI BACKPACK,117,146,725,2888.75
23391, I LOVE LONDON MINI BACKPACK,58,69,361,1458.15
23392,SPACEBOY ROCKET LOLLY MAKERS,70,78,592,1175.68
23393,HOME SWEET HOME CUSHION COVER ,165,201,769,2883.75
23394,POSTE FRANCE CUSHION COVER,90,119,395,1481.25
23395,BELLE JARDINIERE CUSHION COVER,141,175,696,2604.48
23396,BUTTERFLY CUSHION COVER,134,164,616,2304.48
23397,FOOT STOOL HOME SWEET HOME ,139,176,434,4069.8999999999996
23398,HANGING HEART BONHEUR,53,57,591,499.22999999999996
23399,HOME SWEET HOME HANGING HEART,146,176,1823,1546.4299999999998
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,76,95,448,2247.36
23401,RUSTIC MIRROR WITH LACE HEART,59,70,443,2155.51
23402,HOME SWEEET HOME 3 PEG HANGER ,47,55,281,1031.67
23403,LETTER HOLDER HOME SWEET HOME,80,110,596,1984.06
23404,HOME SWEET HOME BLACKBOARD,104,136,969,4108.58
23405,HOME SWEET HOME 2 DRAWER CABINET,54,57,237,1137.95
23406,HOME SWEET HOME KEY HOLDER,65,94,435,2154.79
23407,SET OF 2 TRAYS HOME SWEET HOME,103,118,250,2446.62
23408,PHOTO FRAME LINEN AND LACE SMALL,53,59,310,644.8000000000001
23409,PHOTO FRAME LINEN AND LACE LARGE,39,41,208,771.72
23410,CURIO CABINET LINEN AND LACE ,16,18,36,290.1
23411, TRELLIS COAT RACK,42,46,217,1016.5500000000001
23412,HEART MIRROR ANTIQUE WHITE,64,71,351,2269.14
23413,VINTAGE COFFEE GRINDER BOX,34,43,160,763.2
23414,ZINC BOX SIGN HOME,58,62,139,1348.01
23415,HOME SWEET HOME HOOK,42,45,326,405.59999999999997
23416,CHAMBRE HOOK,18,18,123,155.07
23417,BATHROOM HOOK,21,21,140,137.76
23418,LAVENDER TOILETTE BOTTLE,55,60,534,1068.96
23419,HOME SWEET HOME BOTTLE ,56,61,438,897.12
23420,PANTRY HOOK TEA STRAINER ,26,28,160,332.8
23421,PANTRY HOOK SPATULA,24,26,154,320.32
23422,PANTRY HOOK BALLOON WHISK ,29,31,196,407.68
23423,PANTRY 3 HOOK ROLLING PIN HANGER,47,51,202,757.5
23424,GINGHAM RECIPE BOOK BOX,87,103,413,1986.75
23425,STORAGE TIN HOME SWEET HOME,35,35,237,435.43000000000006
23426,METAL SIGN DROP YOUR PANTS,126,171,1232,3192.56
23427,STOOL HOME SWEET HOME ,87,106,228,2648.4
23428,IVORY RETRO KITCHEN WALL CLOCK,25,26,70,559.5
23429,RED RETRO KITCHEN WALL CLOCK,19,20,44,358.6
23430,BLUE RETRO KITCHEN WALL CLOCK,16,17,35,285.25
23431,NATURAL HANGING QUILTED HEARTS ,63,67,1432,1117.28
23432,PRETTY HANGING QUILTED HEARTS,65,70,1274,1046.86
23433,HANGING QUILTED PATCHWORK APPLES,76,82,1215,1003.17
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,129,134,1792,1632.4
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,40,44,679,608.65
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,91,92,1929,2251.65
23437, 50'S CHRISTMAS GIFT BAG LARGE,108,111,1909,2302.25
23438, RED SPOT GIFT BAG LARGE,88,98,1796,2161.0
23439,HAND WARMER RED LOVE HEART,268,371,3762,7660.200000000001
23440,PAINT YOUR OWN EGGS IN CRATE,5,5,164,299.36
23441,HAND PAINTED HANGING EASTER EGG,3,3,22,9.24
23442,12 HANGING EGGS HAND PAINTED,7,7,42,87.36000000000001
23444,Next Day Carriage,63,79,79,1200.0
23445,ICE CREAM BUBBLES,81,94,2667,2147.6099999999997
23446,BLUE BUNNY EASTER EGG BASKET,3,3,157,230.24999999999997
23447,PINK BUNNY EASTER EGG BASKET,4,4,158,231.89999999999998
23448,CREAM BUNNY EASTER EGG BASKET,3,3,25,41.24999999999999
23449,SET OF 6 EASTER RAINBOW CHICKS,1,1,12,15.0
23451,SQUARE MINI PORTRAIT FRAME,38,44,269,520.9499999999999
23452,HEART MINI PORTRAIT FRAME,69,81,510,990.9
23453,OVAL  MINI PORTRAIT FRAME,40,46,323,627.4499999999999
23454,SET OF 3 MINI HANGING PORTRAITS,41,46,166,679.3000000000001
23455,SMALL PARLOUR PICTURE FRAME,32,34,206,566.5400000000001
23456,MEDIUM PARLOUR PICTURE FRAME ,33,36,158,634.1
23457,LARGE PARLOUR PICTURE FRAME,27,29,105,503.55
23458,DOLLY CABINET 3 DRAWERS ,30,30,51,762.4499999999999
23459,DOLLY CABINET 2 DRAWERS ,19,19,33,412.5
23460,SWEETHEART WALL TIDY ,41,43,108,1007.0799999999999
23461,SWEETHEART BIRD HOUSE,75,83,839,2950.05
23462,ROCOCO WALL MIRROR WHITE,43,44,77,1482.1499999999999
23463,VINTAGE ZINC WATERING CAN,7,7,12,119.39999999999999
23464,VINTAGE ZINC WATERING CAN SMALL,6,6,16,79.2
23465,TUSCAN VILLA FEEDING STATION,15,15,28,231.0
23466,TUSCAN VILLA DOVECOTE,20,21,49,398.25
23467,VINTAGE ZINC PLANTER  ,5,5,23,75.67
23468,TUSCAN VILLA BIRD TABLE ,11,11,19,156.75
23469,CARD HOLDER LOVE BIRD SMALL,61,63,320,1255.76
23470,CARD HOLDER LOVE BIRD LARGE ,70,75,220,1323.4
23471,SIX DRAWER OFFICE TIDY,26,26,65,605.9499999999999
23472, NINE DRAWER OFFICE TIDY,29,30,55,792.8499999999999
23473,WOODLAND SMALL RED FELT HEART,41,43,666,531.66
23474,WOODLAND SMALL BLUE FELT HEART,26,27,297,246.51
23475,WOODLAND SMALL PINK FELT HEART,25,26,280,232.39999999999998
23476,WOODLAND LARGE RED FELT HEART,18,18,198,247.5
23477,WOODLAND LARGE BLUE FELT HEART,8,8,85,106.25
23478,WOODLAND LARGE PINK FELT HEART,9,10,278,307.18
23479,WIRE EGG BASKET ,35,40,110,827.5
23480,MINI LIGHTS WOODLAND MUSHROOMS,143,173,1719,6126.09
23481,PEARLISED IVORY HEART SMALL ,23,27,217,266.21
23482,PEARLISED IVORY HEART LARGE ,32,36,415,651.15
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,57,66,1322,1541.62
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,25,25,174,483.66
23485,BOTANICAL GARDENS WALL CLOCK ,70,80,259,5719.0
23486,ANTIQUE HEART SHELF UNIT,64,68,267,3879.1499999999996
23487,SWEET HEART CAKE CARRIER,41,42,78,754.0
23489,"GARLAND, VINTAGE BELLS",125,137,876,2512.44
23490,T-LIGHT HOLDER HANGING LOVE BIRD,83,95,539,1988.13
23491,VINTAGE JINGLE BELLS HEART,64,76,226,1864.5
23492,VINTAGE JINGLE BELLS WREATH,24,26,74,610.5
23493,VINTAGE DOILY TRAVEL SEWING KIT,282,349,3522,6747.9
23494,VINTAGE DOILY DELUXE SEWING KIT ,145,176,726,4218.7
23495,SET OF 3 PANTRY WOODEN SPOONS,21,24,192,240.0
23496,PANTRY KITCHEN THERMOMETER ,21,22,88,110.0
23497,CLASSIC CHROME BICYCLE BELL ,150,172,2514,3513.1
23498,CLASSIC BICYCLE CLIPS ,77,86,1591,2205.95
23499,SET 12 VINTAGE DOILY CHALK ,86,93,1247,523.74
23500,KEY RING BASEBALL BOOT ASSORTED ,76,84,1585,1935.05
23501,KEY RING BASEBALL BOOT UNION JACK,77,85,1772,2105.8
23502,PLAYING CARDS VINTAGE DOILEY ,80,87,690,838.98
23503,PLAYING CARDS KEEP CALM & CARRY ON,284,327,3435,4246.71
23504,PLAYING CARDS JUBILEE UNION JACK,164,190,1668,2082.48
23505,PLAYING CARDS I LOVE LONDON ,93,104,1065,1247.25
23506,MINI PLAYING CARDS SPACEBOY ,114,127,2718,1116.36
23507,MINI PLAYING CARDS BUFFALO BILL ,91,101,2841,1129.02
23508,MINI PLAYING CARDS DOLLY GIRL ,95,106,2476,1014.72
23509,MINI PLAYING CARDS FUN FAIR ,51,54,1043,434.46
23510,MINI PLAYING CARDS GYMKHANA,90,95,2298,902.16
23511,EMBROIDERED RIBBON REEL EMILY ,83,85,526,1050.58
23512,EMBROIDERED RIBBON REEL ROSIE,46,49,485,923.54
23513,EMBROIDERED RIBBON REEL SUSIE ,59,62,556,1072.96
23514,EMBROIDERED RIBBON REEL SALLY ,57,62,458,909.14
23515,EMBROIDERED RIBBON REEL DAISY ,58,59,558,1075.38
23516,EMBROIDERED RIBBON REEL SOPHIE  ,39,40,292,1028.76
23517,EMBROIDERED RIBBON REEL REBECCA ,50,51,312,860.88
23518,EMBROIDERED RIBBON REEL RACHEL ,40,41,358,957.82
23519,EMBROIDERED RIBBON REEL CLAIRE,18,19,219,755.01
23520,EMBROIDERED RIBBON REEL RUBY ,30,30,166,589.38
23521,CAT AND BIRD WALL ART,21,22,388,648.62
23522,DOG AND BALL WALL ART,20,21,341,652.17
23523,TREASURE AHOY WALL ART,35,38,357,1151.43
23524,HORSE & PONY WALL ART,42,51,465,1441.98
23525,BUFFALO BILL WALL ART ,38,44,568,1781.64
23526,DOG LICENCE WALL ART,79,91,882,4346.82
23527,ANIMALS AND NATURE WALL ART,40,43,416,1398.72
23528,SPACEBOY WALL ART,30,34,462,1381.38
23529,DOLLY GIRL WALL ART,26,30,629,1952.3100000000002
23530,WALL ART ONLY ONE PERSON ,60,74,1043,4270.95
23531,WALL ART BIG LOVE ,77,97,963,5340.21
23532,WALL ART WORK REST AND PLAY  ,23,26,205,853.4700000000001
23533,WALL ART GARDEN HAVEN ,27,31,210,936.34
23534,STOP FOR TEA WALL ART,159,194,1207,6326.83
23535,BICYCLE SAFTEY WALL ART,135,162,1128,5928.36
23536,VILLAGE SHOW WALL ART,68,74,613,3274.0299999999997
23537,I LOVE LONDON WALL ART,20,21,98,446.70000000000005
23538,WALL ART VINTAGE HEART,25,27,327,1278.87
23539,WALL ART LOVES' SECRET ,32,35,237,1129.71
23540,WALL ART THE MAGIC FOREST ,9,10,146,890.54
23541,WALL ART CLASSIC PUDDINGS ,97,120,829,6154.6900000000005
23542,70'S ALPHABET WALL ART,55,70,484,3442.68
23543,KEEP CALM WALL ART ,81,94,1228,6877.72
23544,WALL ART MID CENTURY MODERN ,17,20,164,1015.78
23545,WRAP RED DOILEY,76,83,2475,1023.5
23546,WRAP PAISLEY PARK ,106,120,3275,1375.5
23547,WRAP FLOWER SHOP  ,57,62,1575,661.5
23548,WRAP MAGIC FOREST ,42,43,1075,451.5
23549,WRAP BIRD GARDEN ,46,51,1300,546.0
23550,WRAP ALPHABET POSTER  ,60,63,1850,761.0
23551,PACK OF 12 PAISLEY PARK TISSUES ,88,95,1617,630.63
23552,BICYCLE PUNCTURE REPAIR KIT ,93,103,1731,3338.8
23553,LANDMARK FRAME CAMDEN TOWN ,50,62,558,6257.35
23554,LANDMARK FRAME OXFORD STREET,49,54,421,4755.65
23555,LANDMARK FRAME NOTTING HILL ,45,48,422,4768.15
23556,LANDMARK FRAME COVENT GARDEN ,46,52,438,4949.55
23557,LANDMARK FRAME BAKER STREET ,25,29,347,3867.85
23558,LANDMARK FRAME LONDON BRIDGE ,43,47,413,4641.7
23559,WOODLAND BUNNIES LOLLY MAKERS,69,75,566,1135.52
23560,SET OF 6 RIBBONS COUNTRY STYLE,20,20,164,449.96
23561,SET OF 6 RIBBONS PARTY,13,13,167,458.63
23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,37,37,245,684.05
23564,EGG CUP MILKMAID INGRID,39,42,587,703.51
23565,EGG CUP MILKMAID HELGA ,28,31,348,435.0
23566,EGG CUP MILKMAID HEIDI,44,46,786,922.02
23567,EGG CUP HENRIETTA HEN PINK,15,18,187,233.75
23568,EGG CUP HENRIETTA HEN CREAM ,24,28,580,664.52
23569,TRADTIONAL ALPHABET STAMP SET,152,174,933,4531.95
23570,TRADITIONAL PICK UP STICKS GAME ,203,231,1846,2307.5
23571,TRADITIONAL NAUGHTS & CROSSES,195,216,2036,3330.5999999999995
23574,PACKING CHARGE,9,14,14,105.0
23575,SNACK TRAY PAISLEY PARK,22,22,164,305.4
23576,SNACK TRAY RED VINTAGE DOILY,28,29,185,346.34999999999997
23578,SNACK TRAY RED GINGHAM,11,11,56,109.2
23579,SNACK TRAY I LOVE LONDON,22,24,151,280.05
23580,SNACK TRAY HAPPY FOREST  ,20,21,111,216.45
23581,JUMBO BAG PAISLEY PARK,230,302,4373,8529.24
23582,VINTAGE DOILY JUMBO BAG RED ,186,234,4447,8535.26
23583,LUNCH BAG PAISLEY PARK  ,233,298,3315,5267.75
23597,PAPER BUNTING PAISLEY PARK,28,28,248,667.6
23598,PAPER BUNTING VINTAGE PARTY,40,42,421,1177.95
23630,SET 10 CARDS HANGING BAUBLES 17080,1,1,1,2.99
23660,HENRIETTA HEN MUG ,30,31,293,483.44999999999993
23661,MILK MAIDS MUG ,23,23,204,336.59999999999997
23664,FLOWER SHOP DESIGN MUG,1,1,1,1.65
23681,LUNCH BAG RED VINTAGE DOILY,105,118,1548,2434.2
23691,KEEP CALM BIRTHDAY WRAP,36,38,1175,481.5
23692,WRAP A PRETTY THANK YOU,2,2,50,21.0
23694,PAISLEY PARK CARD,23,24,348,141.84
23695,DOILY THANK YOU CARD,41,44,727,296.7
23697,A PRETTY THANK YOU CARD,26,26,438,179.64000000000001
23702,High Resolution Image,3,3,4,27.0
23843,"PAPER CRAFT , LITTLE BIRDIE",1,1,80995,168469.6
35001G,HAND OPEN SHAPE GOLD,23,24,157,510.83
35001W,HAND OPEN SHAPE DECO.WHITE,5,5,92,270.02000000000004
35004B,SET OF 3 BLACK FLYING DUCKS,30,47,475,2251.15
35004C,SET OF 3 COLOURED  FLYING DUCKS,28,38,393,1882.65
35004G,SET OF 3 GOLD FLYING DUCKS,16,20,126,448.3
35004P,SET OF 3 PINK FLYING DUCKS,1,1,1,5.45
35095A,BLUE VICTORIAN FABRIC OVAL BOX,29,34,811,293.82
35095B,RED VICTORIAN FABRIC OVAL BOX,36,41,772,277.44
35241,ENAMEL BLUE RIM BISCUIT BIN,27,30,89,413.95000000000005
35265,COLOURFUL FLOWER FRUIT BOWL,11,11,16,50.25
35271S,GOLD PRINT PAPER BAG,2,2,19,3.6100000000000003
35400,WOODEN BOX ADVENT CALENDAR ,5,5,10,89.49999999999999
35443,RASTA IN BATH W SPLIFF ASHTRAY,5,5,7,5.95
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,114,137,1668,695.4599999999999
35591T,TURQUOISE CHRISTMAS TREE ,4,4,5,6.25
35597A,DUSTY PINK CHRISTMAS TREE 30CM,1,1,1,1.25
35597B,BLACKCHRISTMAS TREE 30CM,1,1,1,1.25
35597D,PINK/WHITE CHRISTMAS TREE 30CM,2,2,46,17.48
35598A,DUSTY PINK CHRISTMAS TREE 60CM,2,2,9,26.550000000000004
35598B,BLACK CHRISTMAS TREE 60CM,20,22,554,433.70000000000005
35598C,WHITE CHRISTMAS TREE 60CM,2,2,2,5.9
35598D,PINK/WHITE CHRISTMAS TREE 60CM,23,24,660,433.22
35599B,BLACK CHRISTMAS TREE 120CM,19,23,209,503.85
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,17,19,186,465.38000000000005
35607A,PINK FLUFFY CHRISTMAS DECORATION,1,1,24,4.5600000000000005
35607B,BLACK FEATHER CHRISTMAS DECORATION,7,7,96,18.240000000000002
35610A,PINK CHRISTMAS FLOCK DROPLET ,1,1,8,10.0
35610B,BLACK CHRISTMAS FLOCK DROPLET ,1,1,24,30.0
35610C,WHITE CHRISTMAS FLOCK DROPLET ,1,1,24,30.0
35637A,IVORY STRING CURTAIN WITH POLE ,23,24,166,363.7
35637C,PINK STRING CURTAIN WITH POLE,7,7,28,62.6
35638A,PINK AND BLACK STRING CURTAIN,5,5,38,82.1
35638B,PINK/BLUE STRING CURTAIN ,4,4,56,109.19999999999999
35645,VINTAGE BEAD PINK JEWEL BOX,2,3,4,17.0
35646,VINTAGE BEAD PINK EVENING BAG,32,44,513,668.88
35647,VINTAGE BEAD PINK SHADE ,2,2,13,16.25
35648,VINTAGE BEAD PINK PURSE ,40,60,814,776.42
35649,VINTAGE BEAD COSMETIC BAG ,5,6,16,51.82000000000001
35650,VINTAGE BEAD PINK JEWEL STAND,1,1,1,4.95
35651,VINTAGE BEAD PINK SCARF ,29,33,330,557.0999999999999
35653,VINTAGE BEAD NOTEBOOK,11,17,47,138.65
35809A,ENAMEL PINK TEA CONTAINER,37,40,389,374.94
35809B,ENAMEL BLUE RIM TEA CONTAINER,3,3,8,9.18
35810A,ENAMEL PINK COFFEE CONTAINER,46,52,603,546.2099999999999
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,18,21,147,155.03
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",5,5,162,63.28000000000001
35816P,"ACRYLIC JEWEL ANGEL,PINK",2,2,78,29.64
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",2,2,18,19.86
35818B,"ACRYLIC JEWEL ICICLE, BLUE",3,3,31,11.780000000000001
35818P,"ACRYLIC JEWEL ICICLE, PINK",15,17,264,100.32
35819B,"ACRYLIC HANGING JEWEL,BLUE",19,22,268,101.84
35819P,"ACRYLIC HANGING JEWEL,PINK",7,7,95,66.55
35833P,4 PINK FLOCK CHRISTMAS BALLS,8,11,37,46.25
35909A,RABBIT EASTER DECORATION,3,3,8,23.6
35909B,PINK FLOWERS RABBIT EASTER,2,2,8,23.6
35910A,MULTICOLOUR EASTER RABBIT ,4,4,20,39.0
35910B,PINK FLOWERS RABBIT EASTER,3,3,13,25.349999999999998
35911A,MULTICOLOUR RABBIT EGG WARMER,23,25,205,194.14999999999998
35911B,PINK/FLOWER RABBIT EGG WARMER ,4,4,17,35.7
35912B,WHITE/PINK CHICK DECORATION,15,18,249,283.89
35913B,WHITE/PINK CHICK EASTER DECORATION,8,9,35,29.75
35914,PINK CHICK EGG WARMER + EGG CUP,16,18,136,163.1
35915B,BLUE KNITTED HEN ,14,14,91,150.14999999999998
35915C,PEACH KNITTED HEN ,8,8,49,80.85
35916A,YELLOW FELT HANGING HEART W FLOWER,3,3,20,17.0
35916B,BLUE FELT HANGING HEART W FLOWER,1,1,6,5.1
35916C,PINK FELT HANGING HEART W FLOWER,5,5,54,45.9
35920,FOUR RABBIT EASTER DECORATIONS,11,11,67,83.75
35921,EASTER BUNNY HANGING GARLAND,9,11,54,67.5
35922,EASTER BUNNY WREATH,10,10,28,138.6
35923,CANDY HEART HANGING DECORATION,30,41,1265,631.71
35924,HANGING FAIRY CAKE DECORATION,25,31,724,1262.1
35933,PINK STOCKING CHRISTMAS DECORATION,15,16,222,84.36
35953,FOLKART STAR CHRISTMAS DECORATIONS,81,85,3017,1282.4099999999999
35954,SMALL FOLKART STAR CHRISTMAS DEC,30,32,1124,253.35000000000002
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,7,7,558,146.04000000000002
35958,FOLKART ZINC STAR CHRISTMAS DEC,3,3,12,10.2
35961,FOLKART ZINC HEART CHRISTMAS DEC,116,153,2692,2138.44
35964,FOLKART CLIP ON STARS,34,37,624,246.78
35965,FOLKART HEART NAPKIN RINGS,22,28,181,181.87
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,2,2,27,10.260000000000002
35967,FOLK ART METAL STAR T-LIGHT HOLDER,24,29,381,150.54000000000002
35968,FOLK ART METAL HEART T-LIGHT HOLDER,14,18,145,52.760000000000005
35970,ZINC FOLKART SLEIGH BELLS,270,339,4647,7665.110000000001
35971,ROSE FOLKART HEART DECORATIONS,39,53,423,504.64
35972,DAISY FOLKART HEART DECORATION,14,16,96,120.0
37327,ASSTD MULTICOLOUR CIRCLES MUG,36,45,1375,548.37
37330,BIG POLKADOT MUG,1,1,6,2.34
37333,"RETRO ""TEA FOR ONE"" ",9,11,14,54.300000000000004
37340,MULTICOLOUR SPRING FLOWER MUG,59,63,2042,803.74
37342,POLKADOT COFFEE CUP & SAUCER PINK,50,63,1435,1142.29
37343,POLKADOT MUG PINK ,8,8,62,89.69999999999999
37351,ORANGE FLOWER MUG ,1,1,4,1.56
37370,RETRO COFFEE MUGS ASSORTED,72,113,2508,2835.08
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,1,1,6,7.5
37413,ICON MUG REVOLUTIONARY,52,79,701,283.71
37423,WHITE WITH BLACK CATS PLATE,3,3,78,33.18
37444A,YELLOW BREAKFAST CUP AND SAUCER,9,14,49,31.910000000000004
37444B,BLUE BREAKFAST CUP AND SAUCER ,2,3,4,11.8
37444C,PINK BREAKFAST CUP AND SAUCER ,5,7,21,31.23
37446,MINI CAKE STAND WITH HANGING CAKES,93,148,1297,1775.05
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,51,76,757,1104.8899999999999
37448,CERAMIC CAKE DESIGN SPOTTED MUG,78,154,1404,2043.0
37449,CERAMIC CAKE STAND + HANGING CAKES,106,152,562,5084.78
37450,CERAMIC CAKE BOWL + HANGING CAKES,47,98,668,1841.0000000000002
37461,FUNKY MONKEY MUG,1,1,1,1.25
37462E,"PET MUG, GOLDFISH",4,4,27,5.590000000000001
37464,ROBOT MUG IN DISPLAY BOX,2,2,3,3.75
37467,PIG MUG IN TWO COLOUR DESIGNS,11,11,128,60.04
37468,HARDMAN MUG 3 ASSORTED,11,12,64,24.96
37471,MULTICOLOUR POLKADOT PLATE,1,1,12,10.2
37475,SET/4 COLOURFUL MIXING BOWLS,27,29,57,532.11
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,9,9,17,160.39
37479B,CUBIC MUG FLOCK BLUE ON BROWN,16,17,127,60.33
37479P,CUBIC MUG FLOCK PINK ON BROWN,15,20,130,57.18
37482P,CUBIC MUG PINK POLKADOT,30,34,489,220.95
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,2,2,68,19.72
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,3,3,28,10.92
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,14,14,33,14.43
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,12,12,31,16.77
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,8,8,23,13.65
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,16,16,40,17.16
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,1,1,4,6.6
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,1,1,8,13.2
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,1,1,2,3.3
37495,FAIRY CAKE BIRTHDAY CANDLE SET,75,84,428,1547.4
37500,TEA TIME TEAPOT IN GIFT BOX,53,80,338,1972.46
37501,TEA TIME TEA SET IN GIFT BOX,28,29,102,708.9000000000001
37509,NEW ENGLAND MUG W GIFT BOX,2,2,2,5.1
40001,WHITE BAMBOO RIBS LAMPSHADE,23,35,755,573.7099999999999
40003,WHITE BAMBOO RIBS LAMPSHADE,10,11,147,154.95
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,4,4,12,10.2
40016,CHINESE DRAGON PAPER LANTERNS,54,75,5524,1870.7
40046A,RED DAISY PAPER LAMPSHADE,6,6,50,62.5
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,4,4,15,6.3
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,6,6,24,10.08
44091A,BLUE CRUSOE CHECK LAMPSHADE,3,3,9,3.7800000000000002
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,4,5,14,11.899999999999999
44092C,PURPLE/COPPER HANGING LAMPSHADE,5,6,20,17.0
44228,CANNABIS LEAF BEAD CURTAIN,2,2,36,30.599999999999998
44234,ASSORTED CIRCULAR MOBILE,17,19,645,121.04999999999998
44235,ASS COL CIRCLE MOBILE ,11,13,539,200.45999999999998
44236,PINK/PURPLE CIRCLE CURTAIN,6,6,52,56.52
44242A,LILAC FEATHERS CURTAIN,1,1,12,9.48
44242B,PINK FEATHERS CURTAIN,3,3,52,50.28
44265,M/COLOUR POM-POM CURTAIN,1,1,2,8.5
45013,FOLDING SHOE TIDY,2,2,3,8.850000000000001
46000M,POLYESTER FILLER PAD 45x45cm,92,133,1008,1562.4
46000P,POLYESTER FILLER PAD 65CMx65CM,5,5,17,72.25
46000R,POLYESTER FILLER PAD 45x30cm,22,37,101,146.45
46000S,POLYESTER FILLER PAD 40x40cm,128,182,1551,2248.95
46000U,POLYESTER FILLER PAD 30CMx30CM,16,26,107,133.75
46115B,GREEN POP ART MAO CUSHION COVER ,1,2,12,2.2800000000000002
46118,FUNKY MONKEY CUSHION COVER,12,18,193,164.04999999999998
46126A,ELVIS WALLHANGING / CURTAIN,5,6,48,60.0
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,8,12,43,43.15
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,12,13,24,406.79999999999995
46776A,WOVEN BUBBLE GUM CUSHION COVER,6,6,14,69.30000000000001
46776B,WOVEN BERRIES CUSHION COVER ,6,7,15,74.25
46776C,WOVEN FROST CUSHION COVER,6,6,11,54.45
46776D,WOVEN SUNSET CUSHION COVER ,3,3,12,59.400000000000006
46776E,WOVEN CANDY CUSHION COVER ,5,5,14,69.3
46776F,WOVEN ROSE GARDEN CUSHION COVER ,6,8,19,94.05
47013A,WINE BOTTLE DRESSING LT.BLUE,4,4,14,3.0399999999999996
47013C,WINE BOTTLE DRESSING DARK BLUE,7,7,43,5.5
47016,LIGHT DECORATION BATTERY OPERATED,1,1,2,4.2
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,12,15,518,230.39999999999998
47310M,"SMALL POP BOX,FUNKY MONKEY",23,47,265,326.73
47341A,FUSCHIA TABLE RUN FLOWER ,5,5,27,38.75
47341B,BLUE TABLE RUN FLOWER,11,11,45,56.25
47343A,FUSCHIA FLOWER PURSE WITH BEADS,13,14,159,145.17
47344B,BLUE FLOWER DES PURSE,6,6,44,43.66
47348A,FUSCHIA VOILE POINTY SHOE DEC,11,15,97,50.309999999999995
47351B,BLUE  VOILE LAMPSHADE,7,9,86,234.5
